Page ID,Page Name,Disclaimer,Amount Spent (MXN),Number of Ads in Library
111018990477509,Erick Fermin,These ads ran without a disclaimer,≤100,1
100755011302444,Irving Moreno "El Güero",These ads ran without a disclaimer,≤100,1
104039504611232,Sonora Encuesta,These ads ran without a disclaimer,≤100,1
503090873547747,Karina Heredia,These ads ran without a disclaimer,≤100,1
534307116970080,Evidente.mx,These ads ran without a disclaimer,≤100,1
402972643884185,666.kisyuken.666,These ads ran without a disclaimer,≤100,2
1038269162917602,CPLED Colegio de Entrenadores,These ads ran without a disclaimer,≤100,1
2090537651167872,Sonora Comunica,These ads ran without a disclaimer,≤100,1
100371668501737,Amigos de Raúl Hernández Vite,These ads ran without a disclaimer,≤100,1
109610064176977,Servicio De Taxi Agua Dulce,These ads ran without a disclaimer,≤100,1
317990305530207,Módulo Legislativo Lilia Rossbach,These ads ran without a disclaimer,≤100,1
1940394556282906,Política Básica,These ads ran without a disclaimer,≤100,1
396976910316519,Encuentro con Dios Chile,These ads ran without a disclaimer,≤100,2
324929284954383,Chihuahua En Llamas,These ads ran without a disclaimer,≤100,1
101363541291382,ANAREM,These ads ran without a disclaimer,≤100,1
1332559990161369,Tasha,These ads ran without a disclaimer,≤100,1
111306970485499,Land and Building,These ads ran without a disclaimer,≤100,1
938331186197799,Proyecsar Modalidad 40 Régimen 73,These ads ran without a disclaimer,≤100,1
108316094185316,Bodas Oficial,David Cepeda Hernandez,≤100,1
106539970743282,Punto 20 Cerveceria,These ads ran without a disclaimer,≤100,1
856388117777427,BC Noticias,These ads ran without a disclaimer,≤100,1
1706814379558249,Calypso Producciones,These ads ran without a disclaimer,≤100,1
229511694450312,Martin Matrecitos,These ads ran without a disclaimer,≤100,1
110501987536002,Jóvenes en Movimiento Puente Nacional,These ads ran without a disclaimer,≤100,1
100298631479869,La Costeña Para Presidenta,These ads ran without a disclaimer,≤100,1
105147794770900,Morena TV,These ads ran without a disclaimer,≤100,1
175457055829249,Hospital San José TecSalud,These ads ran without a disclaimer,≤100,1
357837798129405,Adrian El Burro,These ads ran without a disclaimer,≤100,1
443061645900796,Elemental Tv,These ads ran without a disclaimer,≤100,1
108109777672199,ISLA TERRA BCS.,These ads ran without a disclaimer,≤100,1
766612890065976,Respaldo Financiero,These ads ran without a disclaimer,≤100,1
115248913638974,Lili Bustamante,These ads ran without a disclaimer,≤100,2
100267688109763,Café de Veracruz.,These ads ran without a disclaimer,≤100,1
106228574640632,"Jóvenes Morena Juarez, N.L.",These ads ran without a disclaimer,≤100,1
342732882598050,Gobierno de Playas de Rosarito,Lilia V. Quintana,≤100,1
196427517079254,Bitacora,These ads ran without a disclaimer,≤100,1
106996284507665,visitegypt_through_my_photos,These ads ran without a disclaimer,≤100,1
199069810143176,Canto del Alma,These ads ran without a disclaimer,≤100,1
461319664410766,Sindicato de Salud del estado de Querétaro sección 32,These ads ran without a disclaimer,≤100,2
1594826757428710,PT Ocoyoacac,These ads ran without a disclaimer,≤100,1
1826307420916807,Colores a la Imaginación,These ads ran without a disclaimer,≤100,1
1238177342897317,Ricardo Exsome,These ads ran without a disclaimer,≤100,3
436998629806027,Alianza Cooperativista Nacional,These ads ran without a disclaimer,≤100,1
1670201876439370,Myriam Lagunes Marín,These ads ran without a disclaimer,≤100,1
101285647913302,El Noticerdo Costeño,These ads ran without a disclaimer,≤100,1
233231727430232,Jorge Ríos Contreras.,These ads ran without a disclaimer,≤100,1
525146411202854,Yahir Aguirre,Yahir Aguirre Arano,≤100,1
615516468607739,CRIT Aguascalientes,These ads ran without a disclaimer,≤100,1
100289298566384,Automóviles Centro SA de CV,These ads ran without a disclaimer,≤100,1
111512180491643,Formate con mx,These ads ran without a disclaimer,≤100,1
633972460564085,Rescatemos Contreras A. C.,Alejandro Daniel Perez Corzo,≤100,1
440596625961616,Teatro La Máscara,These ads ran without a disclaimer,≤100,1
348207231865399,Edgar Salvatierra,These ads ran without a disclaimer,≤100,1
119320068735763,Xochitl Azul Morales,These ads ran without a disclaimer,≤100,1
655014121280269,Canal 3C,These ads ran without a disclaimer,≤100,1
163605297639486,Diputada Cinthya Martell,These ads ran without a disclaimer,≤100,1
101163048484632,Antelmo del Razo Gutiérrez. Aspirante a presidente de apizaco,These ads ran without a disclaimer,≤100,1
101757947853595,Dayve,These ads ran without a disclaimer,≤100,1
122458448611571,Ramiro Gonzalez Oficial,These ads ran without a disclaimer,≤100,1
100212771566301,Canarinha Lovers,These ads ran without a disclaimer,≤100,1
111816497233160,Joel Barragán Banda,These ads ran without a disclaimer,≤100,1
456264484416058,Criterio Noticias,These ads ran without a disclaimer,≤100,1
104041051277621,Prestamos Personales,These ads ran without a disclaimer,≤100,2
229754887105213,Frutis Firma Legal,These ads ran without a disclaimer,≤100,1
101487121391682,Ger Mercado,These ads ran without a disclaimer,≤100,1
103614701520411,chemacolins,These ads ran without a disclaimer,≤100,2
108438100738398,HICA Maquinados Cnc y Soluciones Industriales,These ads ran without a disclaimer,≤100,3
1703548613190454,Кот Моста,These ads ran without a disclaimer,≤100,1
103674041238332,Doña Politica,These ads ran without a disclaimer,≤100,1
104275021422297,xjcrxz,These ads ran without a disclaimer,≤100,1
100430108478100,DespiertaBruja,These ads ran without a disclaimer,≤100,1
331397850801621,La Voz de Atizapan,These ads ran without a disclaimer,≤100,1
153184481362121,IMPACTO El Diario,IMPACTO El Diario,≤100,1
164270414255214,Informativo Karla,These ads ran without a disclaimer,≤100,1
112299913553035,Ciudad Obregón Sonora,These ads ran without a disclaimer,≤100,1
1038596546315243,Mariela Gutiérrez,These ads ran without a disclaimer,≤100,1
967076573413766,Enrique Alfaro Manzanilla,These ads ran without a disclaimer,≤100,1
109657730944107,Cuarto Cuadrante - Información Real,These ads ran without a disclaimer,≤100,1
0,Marketplace Seller 7994004282,These ads ran without a disclaimer,≤100,1
203388783419102,Diputados PAN Edoméx,These ads ran without a disclaimer,≤100,1
108971784310801,mariovelez88,These ads ran without a disclaimer,≤100,1
335249544076037,Jesús Alejandro Ruiz Uribe,Jesus Ruiz Uribe,≤100,1
91045554846,Yeny Cano,These ads ran without a disclaimer,≤100,1
111625327411041,Formacion Virtual,These ads ran without a disclaimer,≤100,1
113034307021451,Chema Arteaga,These ads ran without a disclaimer,≤100,1
104652887775174,Tiempode.com,These ads ran without a disclaimer,≤100,1
101828444946504,florenzia.si,These ads ran without a disclaimer,≤100,1
713180475380792,Carmen Sofía,These ads ran without a disclaimer,≤100,2
379421569293267,Brújula Digital,These ads ran without a disclaimer,≤100,1
449521625100838,Victor Manuel Castro Cosio,These ads ran without a disclaimer,≤100,1
322504831670009,Regidores PRI Delicias  2018-2021,Gio Arriaga,≤100,1
645342165948816,Que todo Lagunas Oaxaca se entere.,These ads ran without a disclaimer,≤100,1
107227481075527,ema_thecorgi,These ads ran without a disclaimer,≤100,2
485928714769995,La Primera Noticias,These ads ran without a disclaimer,≤100,1
215120225198202,Hugo Anaya,These ads ran without a disclaimer,≤100,1
110475064154747,EncuestaPolitica,These ads ran without a disclaimer,≤100,1
104555441376336,Partido Cardenista Cordoba,These ads ran without a disclaimer,≤100,1
641245122583059,Soledad Luévano,These ads ran without a disclaimer,≤100,2
0,Instagram User 4653258747,These ads ran without a disclaimer,≤100,1
109396817483313,vitalybezubiak,These ads ran without a disclaimer,≤100,2
743697565704261,Movimiento Ciudadano San Juanito de Escobedo,These ads ran without a disclaimer,≤100,3
332149200619,salados,These ads ran without a disclaimer,≤100,1
108603130847614,Solucion  Financiera,These ads ran without a disclaimer,≤100,1
119595504734437,Futeks,These ads ran without a disclaimer,≤100,1
959903980758293,Alejandro Castineyra Gutiérrez,These ads ran without a disclaimer,≤100,1
627174640810389,Conecta Campeche,These ads ran without a disclaimer,≤100,2
308867885864953,NeuroForo Teatro rural y comunitario en Apan,These ads ran without a disclaimer,≤100,1
210178805718356,Academia de Danza Aguascalientes,These ads ran without a disclaimer,≤100,1
484266012045996,Mayela Salas,Mayela Del Carmen Salas Saenz,≤100,2
346304714168,Expo Pantalla,These ads ran without a disclaimer,≤100,1
103582521453127,Veracruz Informe,These ads ran without a disclaimer,≤100,1
396381534230869,Revista Quo Vadis,These ads ran without a disclaimer,≤100,1
104619328108250,Juan Ramiro Robledo,These ads ran without a disclaimer,≤100,1
1495062327433191,Sunhak Peace Prize,These ads ran without a disclaimer,≤100,4
166788413383635,Campeche Digital Mx,These ads ran without a disclaimer,≤100,1
2135094373381283,Daniel Malacara,These ads ran without a disclaimer,≤100,1
313064660130,Noticias Puerto Vallarta,These ads ran without a disclaimer,≤100,1
126872198774344,Humor y risas,Manuel Antonio Arroyo Arceo,≤100,1
106185767590627,On  Seguros y Fianzas.  Agente Karla Cárdenas,These ads ran without a disclaimer,≤100,1
100511118125933,Puente Voz del Sur,These ads ran without a disclaimer,≤100,1
447011849060353,InfoViral,These ads ran without a disclaimer,≤100,2
2220235748041746,"Amigos de Luis Garza Hidalgo, N.L.",Luis Antonio Garza Cisneros,≤100,1
0,Marketplace Seller 4922821553,These ads ran without a disclaimer,≤100,1
108539144321535,Dra Marisol Guajardo,These ads ran without a disclaimer,≤100,2
178789812208468,Pista de Hielo Fundidora,These ads ran without a disclaimer,≤100,1
105910757830747,Luisinski,These ads ran without a disclaimer,≤100,1
1858056054245280,Jorge Zamora Tellez Estudio,These ads ran without a disclaimer,≤100,1
2245551235685303,Angie Chevallier Boutell,These ads ran without a disclaimer,≤100,1
140124059489023,STM Noticias Mx,These ads ran without a disclaimer,≤100,1
1566185100297134,NotiVox,These ads ran without a disclaimer,≤100,1
373239296135879,Guía Los Altos,These ads ran without a disclaimer,≤100,1
103820661506908,,These ads ran without a disclaimer,≤100,1
110585900590254,erickgamez30,These ads ran without a disclaimer,≤100,4
458601954212137,Isaac Rodríguez,These ads ran without a disclaimer,≤100,1
106517580991360,Nidia  Lara,These ads ran without a disclaimer,≤100,1
282449449330253,"D-mighty Printing PRESS. Igbo-ora, Oyo State",These ads ran without a disclaimer,≤100,1
165019044081353,Maseual Noticias,These ads ran without a disclaimer,≤100,1
237825389608754,Alberto Silveira,These ads ran without a disclaimer,≤100,1
344957588996129,Birth for Humankind,These ads ran without a disclaimer,≤100,12
283032442280722,VOX 96.9 SLP,These ads ran without a disclaimer,≤100,1
2298029853579271,,These ads ran without a disclaimer,≤100,2
977308255648898,Prime Lightworks Inc.,These ads ran without a disclaimer,≤100,5
359431467445959,RAFAEL JORGE Negrete,These ads ran without a disclaimer,≤100,1
274176639293929,SweetCare,These ads ran without a disclaimer,≤100,1
105520461251390,Best Deal,These ads ran without a disclaimer,≤100,1
473161686363833,Grandes Chicas,These ads ran without a disclaimer,≤100,1
110908860687699,DigiEduca,These ads ran without a disclaimer,≤100,1
1509413712605916,ICAO - International Civil Aviation Organization,These ads ran without a disclaimer,≤100,1
533903010108898,Expresión Cancún,These ads ran without a disclaimer,≤100,1
629688717094897,English Now,These ads ran without a disclaimer,≤100,1
113378903779751,BCS con AMLO,These ads ran without a disclaimer,≤100,1
1100676530044569,Valatir,These ads ran without a disclaimer,≤100,4
1011055648973659,Riego y Drenaje - Comeii Mexico,These ads ran without a disclaimer,≤100,1
1652306261503303,Emprendedorpolitico.com,These ads ran without a disclaimer,≤100,1
1870075659965087,Corazón Latino,These ads ran without a disclaimer,≤100,1
105672654370449,Cuarto Poder Noticias Coahuila,These ads ran without a disclaimer,≤100,1
110213157516071,miavidabonita,These ads ran without a disclaimer,≤100,6
102373591477426,Maria Merizalde,These ads ran without a disclaimer,≤100,1
105460907664502,The Athena Alliance,These ads ran without a disclaimer,≤100,1
1918186845162780,Storm Music,These ads ran without a disclaimer,≤100,1
102801624817478,America Deportes 1,These ads ran without a disclaimer,≤100,1
0,Instagram User 4132453779,These ads ran without a disclaimer,≤100,9
115104176999805,Reyjie Bisnar,These ads ran without a disclaimer,≤100,1
107967667564278,designersworldla,These ads ran without a disclaimer,≤100,2
831448973626558,IOI 2021 Singapore,These ads ran without a disclaimer,≤100,1
2043035449272634,Fumigación y Control Aviar,These ads ran without a disclaimer,≤100,1
103458047664858,Tattoos by Jeff Reindel,These ads ran without a disclaimer,≤100,3
749545178424733,Afro Fusión. por Marina Estevez,These ads ran without a disclaimer,≤100,1
1306003676214913,urbbren86,These ads ran without a disclaimer,≤100,2
102179621625569,Future Hospitality Summit,These ads ran without a disclaimer,≤100,1
1415953441956155,Orbex,These ads ran without a disclaimer,≤100,1
358124118395161,FreeMind Games,These ads ran without a disclaimer,≤100,1
968580986513757,Rabino Saúl - Shlomo Wigoda Teitelbaum,These ads ran without a disclaimer,≤100,2
0,Instagram User 7272393303,These ads ran without a disclaimer,≤100,1
106788517607557,Today Job,These ads ran without a disclaimer,≤100,1
177547502336396,Zionist Federation of Australia,These ads ran without a disclaimer,≤100,2
2256082751338463,Media Awareness,These ads ran without a disclaimer,≤100,1
101839378366345,Chilas,These ads ran without a disclaimer,≤100,2
712988965427772,Oscar Guerrero,These ads ran without a disclaimer,≤100,1
2047838162124582,FECAICA,These ads ran without a disclaimer,≤100,1
831177343902625,Javier Herencia,These ads ran without a disclaimer,≤100,1
1588828651370066,Reportajes Metropolitanos,These ads ran without a disclaimer,≤100,1
104981644563186,CoquetaXinzo,These ads ran without a disclaimer,≤100,4
0,Instagram User 8654380258,These ads ran without a disclaimer,≤100,2
1546589222295662,Armando Chamorro,These ads ran without a disclaimer,≤100,1
215926006524054,En la mira SV 2,These ads ran without a disclaimer,≤100,1
112561900532607,KingPollock,These ads ran without a disclaimer,≤100,2
198404046871434,modulab,These ads ran without a disclaimer,≤100,1
100306834710476,Jessica Cabal Ceballos,Jessica Cabal Ceballos,≤100,1
963631220372138,Iglesia Cristo Jesus,These ads ran without a disclaimer,≤100,1
1640270156235310,Fidel Calderón,These ads ran without a disclaimer,≤100,1
365407420985149,aggelic_yiok,These ads ran without a disclaimer,≤100,1
1415624042005645,Cycliq,These ads ran without a disclaimer,≤100,3
167538276753739,Movimiento Ciudadano Guerrero,These ads ran without a disclaimer,≤100,1
1249823728469478,Luis Miguel Terrazas Irra,These ads ran without a disclaimer,≤100,1
277441125605570,ForexTime - FXTM,These ads ran without a disclaimer,≤100,1
382960448846883,Umair Shaikh,These ads ran without a disclaimer,≤100,3
108477484411707,Movimiento de Regeneración Nacional de Lázaro Cárdenas,These ads ran without a disclaimer,≤100,1
123706374310822,Diario Puntual,These ads ran without a disclaimer,≤100,1
110859320329574,Explorando teorías,These ads ran without a disclaimer,≤100,1
108488136526065,Global Chamber Guanajuato,These ads ran without a disclaimer,≤100,1
192962927393387,ItaliachiamaItalia,These ads ran without a disclaimer,≤100,1
642505996231426,No_flex,These ads ran without a disclaimer,≤100,1
209286009129019,Red Nacional Mariateguista,These ads ran without a disclaimer,≤100,1
102293867855318,Cursos Online Gis,These ads ran without a disclaimer,≤100,3
102042521398722,Coco Coco,These ads ran without a disclaimer,≤100,1
1459940140689955,Las Aventuras de Juan Planchard,These ads ran without a disclaimer,≤100,2
104367274823916,Stop The War In The Horn of Africa,These ads ran without a disclaimer,≤100,1
459447084415857,Global Trade Professionals Alliance,These ads ran without a disclaimer,≤100,6
700824016959856,Департамент предпринимательства и инновационного развития города Москвы,These ads ran without a disclaimer,≤100,1
0,Instagram User 4683347632,These ads ran without a disclaimer,≤100,1
801673763367076,Carlos Cesar Jasso Rodríguez,These ads ran without a disclaimer,≤100,1
110050977192823,Amber Navarrette,These ads ran without a disclaimer,≤100,1
100586151419232,Carlos Daniel Villaseñor Franco,These ads ran without a disclaimer,≤100,1
107782630753055,Héroes contra el ACV,These ads ran without a disclaimer,≤100,1
104772101221488,Informativo Vértice Digital,These ads ran without a disclaimer,≤100,1
102085678264842,Dr Cesar Guerrero,These ads ran without a disclaimer,≤100,1
128338097242647,Lucid Nation,These ads ran without a disclaimer,≤100,1
851183225214673,Boutique Natura,These ads ran without a disclaimer,≤100,1
110480360596248,Tras la pista,These ads ran without a disclaimer,≤100,1
21591025194,The University of Melbourne,These ads ran without a disclaimer,≤100,1
0,Instagram User 765754041,These ads ran without a disclaimer,≤100,1
101192924749285,Chapter and Verse,These ads ran without a disclaimer,≤100,1
771571489711755,Estado Política Entretenida,These ads ran without a disclaimer,≤100,1
267543357004566,REIKI Worldwide,These ads ran without a disclaimer,≤100,1
68310085385,International Day of Peace,These ads ran without a disclaimer,≤100,1
924656767727119,Administración Municipal La Barca 2018-2021,These ads ran without a disclaimer,≤100,1
105035617690950,Feliz Viaje B. Quintana,These ads ran without a disclaimer,≤100,1
101894249900580,Vivian González,These ads ran without a disclaimer,≤100,1
111519110281531,María Morenas,These ads ran without a disclaimer,≤100,1
106320054073217,Последние новости,These ads ran without a disclaimer,≤100,2
712171535487176,Iglesia Gran Comision Monterrey,These ads ran without a disclaimer,≤100,1
1944858852396751,Docente Democrático.,These ads ran without a disclaimer,≤100,1
350516231756564,Patrice Carmona off,These ads ran without a disclaimer,≤100,1
51496333859,Demco,These ads ran without a disclaimer,≤100,1
1406591392751870,Vera Rotta,These ads ran without a disclaimer,≤100,1
173108266754154,Anonymous anti-pedofilia,These ads ran without a disclaimer,≤100,3
105685811405929,BancoMex Meme,These ads ran without a disclaimer,≤100,1
2187815744790084,Elevatione Mexico,These ads ran without a disclaimer,≤100,6
357748368021270,Richy andré,These ads ran without a disclaimer,≤100,1
1017223258383277,Erika Castillo Acosta,These ads ran without a disclaimer,≤100,1
112447346962660,"Алёна Маснева, пишу и хихикаю",These ads ran without a disclaimer,≤100,1
105862717768077,Rania Bawwab#Thoughts_to_Ponder,These ads ran without a disclaimer,≤100,1
1804413849888211,Makeship,These ads ran without a disclaimer,≤100,1
832905730138406,Fuerza y talentos,These ads ran without a disclaimer,≤100,1
106477384431537,,These ads ran without a disclaimer,≤100,1
1461286010856301,I am Nniki,These ads ran without a disclaimer,≤100,2
233776784592134,La Desenchufada,These ads ran without a disclaimer,≤100,1
106335457906170,joaquimruizmillet,These ads ran without a disclaimer,≤100,2
1518936741668462,"Taian Accurun Beer Equipment Machinery Co.,Ltd",These ads ran without a disclaimer,≤100,1
102652981564300,mahadhiwalker,These ads ran without a disclaimer,≤100,1
329150793772536,Red Liberal de América Latina - Relial,These ads ran without a disclaimer,≤100,2
804581739701679,Manuel Hernández Borbolla Periodista,These ads ran without a disclaimer,≤100,1
384235051948230,Edna Méndez,These ads ran without a disclaimer,≤100,1
104987324715498,BS,These ads ran without a disclaimer,≤100,10
101759838365472,Leukocyte United,These ads ran without a disclaimer,≤100,1
604466946692406,Psicóloga Laura Pérez de Vicente,These ads ran without a disclaimer,≤100,1
698757256813395,Velas Resorts,These ads ran without a disclaimer,≤100,1
1426949024217365,The New Arab,These ads ran without a disclaimer,≤100,6
111347030654276,Movimiento Ciudadano La Paz,These ads ran without a disclaimer,≤100,1
104320104691640,prod.stiv,These ads ran without a disclaimer,≤100,1
102556874879483,Candidatos Independientes Binacionales,These ads ran without a disclaimer,≤100,1
255209398581175,Tlajomulco ZMG,These ads ran without a disclaimer,≤100,1
101323911583234,Wadissen,These ads ran without a disclaimer,≤100,5
104681417918782,Mohamed Elsayed  محمد السيد,These ads ran without a disclaimer,≤100,1
111870297062052,pokemndrawings,These ads ran without a disclaimer,≤100,1
108417487700679,liliisabelle,These ads ran without a disclaimer,≤100,1
155297697989113,Hy3rid H3,These ads ran without a disclaimer,≤100,1
1462438490451898,Platform for Peace and Humanity,These ads ran without a disclaimer,≤100,1
499613177474374,Instituto Universitario de las Naciones Hispanas,These ads ran without a disclaimer,≤100,1
114407126677837,My Health Gazette,These ads ran without a disclaimer,≤100,1
1175630379148974,China Xinhua Sci-Tech,These ads ran without a disclaimer,≤100,1
189425174585516,La Gaceta.me,These ads ran without a disclaimer,≤100,1
100752075145825,vonhannemanngermanshepherds,These ads ran without a disclaimer,≤100,1
327948687246723,NerdNews,These ads ran without a disclaimer,≤100,1
239771656934295,Ballplayer,These ads ran without a disclaimer,≤100,2
116377816436996,Yulia Om,These ads ran without a disclaimer,≤100,1
736940996342634,Ciudad sonora,These ads ran without a disclaimer,≤100,1
1745317122384450,Lora’s Journeys,These ads ran without a disclaimer,≤100,2
92572781406,"Gavi, the Vaccine Alliance",These ads ran without a disclaimer,≤100,1
101187611515115,Random News,These ads ran without a disclaimer,≤100,1
410488262672355,Carlos Jaico al Congreso,These ads ran without a disclaimer,≤100,1
104876344647382,HND Bienestar Centroccidente,These ads ran without a disclaimer,≤100,1
565543783879678,Noticias Express Valles,These ads ran without a disclaimer,≤100,1
114439736977777,Alarma Tamaulipas,These ads ran without a disclaimer,≤100,1
235267167051070,Javier Uriel Aguirre,These ads ran without a disclaimer,≤100,1
111630340304682,uknowmy.art,These ads ran without a disclaimer,≤100,2
0,Instagram User 1779625090,These ads ran without a disclaimer,≤100,1
1000994673351157,Grupo Multimedios,These ads ran without a disclaimer,≤100,1
112780833834917,miss_kindness_official,These ads ran without a disclaimer,≤100,1
101566128278370,Paoloyugi,These ads ran without a disclaimer,≤100,1
332450690241272,Coparmex Sonora Norte,These ads ran without a disclaimer,≤100,1
205695059979230,"You,Me and Wellness",These ads ran without a disclaimer,≤100,2
101548861713984,momversatil,These ads ran without a disclaimer,≤100,3
108104887615096,Cripto Academy,These ads ran without a disclaimer,≤100,2
2233166626922437,Letrasdeafrodita,These ads ran without a disclaimer,≤100,1
837850536243904,UDC - Unidad Democrática de Coahuila,These ads ran without a disclaimer,≤100,1
142010323693,Sergio Izquierdo Photography,These ads ran without a disclaimer,≤100,1
273936286601559,Dyanesius,These ads ran without a disclaimer,≤100,1
105080627750112,murnau__,These ads ran without a disclaimer,≤100,2
110329717251176,Alejandro Fernandez,These ads ran without a disclaimer,≤100,1
102343338087944,Oral Text,These ads ran without a disclaimer,≤100,1
101128638411740,reecedry,These ads ran without a disclaimer,≤100,2
101442558372248,offbalance_onpurpose,These ads ran without a disclaimer,≤100,1
103826014347391,Cavalier seul,These ads ran without a disclaimer,≤100,1
111480463925748,cecileplaisance,These ads ran without a disclaimer,≤100,1
103013964890594,Ana PaulaBrito,These ads ran without a disclaimer,≤100,1
106285491310122,MPROGOL,These ads ran without a disclaimer,≤100,1
0,Instagram User 4757434599,These ads ran without a disclaimer,≤100,1
465814206942583,José Facchin - BLOG,These ads ran without a disclaimer,≤100,7
43468756520,Johnny Ramone,These ads ran without a disclaimer,≤100,1
1459992240920481,Remanente de Zion,These ads ran without a disclaimer,≤100,1
329627040472031,Juan Romero,These ads ran without a disclaimer,≤100,2
107461294306491,ezmusgita,These ads ran without a disclaimer,≤100,2
104837127938694,Alejo Coello 113,These ads ran without a disclaimer,≤100,1
0,Instagram User 1346311919,These ads ran without a disclaimer,≤100,6
101435928159420,VCO,These ads ran without a disclaimer,≤100,3
526862437669247,Benny Or,These ads ran without a disclaimer,≤100,1
1548918458757648,Colombian Living Art,These ads ran without a disclaimer,≤100,1
420160095211258,Blessed Is Ruby,These ads ran without a disclaimer,≤100,1
2394900630529414,Arleth Perez,These ads ran without a disclaimer,≤100,1
439907262802977,Consulado H. de Israel en Guayaquil,These ads ran without a disclaimer,≤100,1
102371144884962,TVBee World,These ads ran without a disclaimer,≤100,10
1688386181413113,I'm A Woman,These ads ran without a disclaimer,≤100,1
266074414057148,De Prada a Prana,These ads ran without a disclaimer,≤100,1
106592544064192,Women 4 Solutions,These ads ran without a disclaimer,≤100,1
106435024341513,Blanca Alvarez,These ads ran without a disclaimer,≤100,1
103157331304589,ncd_corporation,These ads ran without a disclaimer,≤100,2
104351457872363,Homero y Bart,These ads ran without a disclaimer,≤100,1
216869955023730,Eric M. Richardson,These ads ran without a disclaimer,≤100,1
114302853656704,JASON RAY,These ads ran without a disclaimer,≤100,1
940822722649362,La Polaca De Morelos,These ads ran without a disclaimer,≤100,1
1165715730222155,Consumer Choice Center,These ads ran without a disclaimer,≤100,1
1004324036317834,BIGMOO,These ads ran without a disclaimer,≤100,1
771947142920359,IReader,These ads ran without a disclaimer,≤100,33
2347276501997070,La Nueva Cuba,These ads ran without a disclaimer,≤100,1
315311232314899,Unofficial,These ads ran without a disclaimer,≤100,1
141680549249031,Radio Rosarito,These ads ran without a disclaimer,≤100,1
102943137728943,Organización Iberoamericana de Medio Ambiente OIAM,These ads ran without a disclaimer,≤100,1
557210191280286,Ben Caraballo,These ads ran without a disclaimer,≤100,1
1005717746211575,Augusto Marin,These ads ran without a disclaimer,≤100,2
862104560516867,Grey Horizon,These ads ran without a disclaimer,≤100,1
246531992036010,Axi,These ads ran without a disclaimer,≤100,3
109927410418088,Peppermint IN,These ads ran without a disclaimer,≤100,1
100665788300098,Movies-aholic,These ads ran without a disclaimer,≤100,1
601235866602584,Reformed Perspective,These ads ran without a disclaimer,≤100,1
105998107886089,Martin Baltazar Balfer,Sebastián Cano Rodríguez,≤100,1
1219179381442869,Lagrandota Radiofama,These ads ran without a disclaimer,≤100,1
104957274618723,Absalón Ibarra,These ads ran without a disclaimer,≤100,1
314305869520062,Dra Magdaly,These ads ran without a disclaimer,≤100,1
190267041805788,Papá Alfa,These ads ran without a disclaimer,≤100,1
339968343569332,ADMK,These ads ran without a disclaimer,≤100,1
107555694411597,小 说 阅 读 吧,These ads ran without a disclaimer,≤100,6
655836144615052,Yesenia Agente de Viajes,These ads ran without a disclaimer,≤100,1
142173271734,VIVEROS REGIONALES,These ads ran without a disclaimer,≤100,2
0,Instagram User 1371198342,These ads ran without a disclaimer,≤100,1
106955861022814,Xuxuding-2,These ads ran without a disclaimer,≤100,1
966560256850036,FILMY.LUBLIN.PL,These ads ran without a disclaimer,≤100,1
105459527865894,Imagen Impresa Diseño & Publicidad,These ads ran without a disclaimer,≤100,1
106917247781218,Roberto Gossi,These ads ran without a disclaimer,≤100,1
0,Instagram User 9050422646,These ads ran without a disclaimer,≤100,1
106598267734499,Universitat Carlemany,These ads ran without a disclaimer,≤100,1
113609273767285,maddielmartinn,These ads ran without a disclaimer,≤100,2
1993906840636146,Corteva Agriscience,These ads ran without a disclaimer,≤100,1
0,Instagram User 8553817159,These ads ran without a disclaimer,≤100,1
838856839782632,Mujer crossfit,These ads ran without a disclaimer,≤100,2
250831409050636,Soy Vallisoletano,These ads ran without a disclaimer,≤100,1
111777834009849,Café Pastoral,These ads ran without a disclaimer,≤100,3
101064015062786,prernagupta,These ads ran without a disclaimer,≤100,1
110005213761114,Vacation is a Human Right,These ads ran without a disclaimer,≤100,1
685063585221671,Vamos a dar la vuelta,These ads ran without a disclaimer,≤100,2
0,Instagram User 8203651516,These ads ran without a disclaimer,≤100,1
0,Instagram User 3367059087,These ads ran without a disclaimer,≤100,1
0,Instagram User 6047853620,These ads ran without a disclaimer,≤100,1
74330736114,Iglesia Bautista de la Gracia,These ads ran without a disclaimer,≤100,1
105811414632548,poviamorena,These ads ran without a disclaimer,≤100,2
0,Instagram User 7149034142,These ads ran without a disclaimer,≤100,2
276616106257905,Alex H (EICH),These ads ran without a disclaimer,≤100,1
437827689611522,BeSophro,These ads ran without a disclaimer,≤100,1
100996325025820,Tee Macaque,These ads ran without a disclaimer,≤100,1
112535007141216,"Football is My Drug, Barcelona is My Dealer",These ads ran without a disclaimer,≤100,2
462972213723802,Carne Cruda,These ads ran without a disclaimer,≤100,1
1576985355855366,Sin mirar atrás - dobleapunto,These ads ran without a disclaimer,≤100,1
110197670518440,Legends from Mom's Closet,These ads ran without a disclaimer,≤100,1
182367959289932,Embassy,These ads ran without a disclaimer,≤100,1
2080256475322790,Coolmic,These ads ran without a disclaimer,≤100,9
79511407410,Mercedes-AMG Petronas Formula One Team,These ads ran without a disclaimer,≤100,1
471365456770167,Lev Haolam,These ads ran without a disclaimer,≤100,1
1277462725611438,Haitz de Diego,These ads ran without a disclaimer,≤100,1
106884210850260,somedical1,These ads ran without a disclaimer,≤100,1
