Page ID,Page Name,Disclaimer,Amount Spent (MXN),Number of Ads in Library
2096680957278225,Por Amor MX,Maria Emilia Cruz Del Rosal,2100,4
101695048246024,"Ensenada, cuál es tu opinión?",Claudia Garces,2100,1
104370914498558,Joaquín Humberto González,Partido UNIDOS,2100,3
724424757668865,Mayuli Martínez Simón,Mayuli Martínez Simón,2100,2
107308034009698,Partido del Trabajo Qro,Angel Cesar Zafra Urbina,2098,8
311758469535225,Luis Miguel Iglesias,These ads ran without a disclaimer,2096,3
1068405039923335,Genaro Ruiz,Juan C. Rodríguez,2096,7
105569851279985,Morelos de Papel,Filiberto Hernadez Beltran,2095,8
268526680459542,Arandas Gobierno Municipal,Arandas Gobierno Municipal,2094,5
117949723126225,Carmen Hernandez Mateo,Carmen Hernandez Mateo,2094,10
48966795116,Amnistía Internacional México,These ads ran without a disclaimer,2093,4
248988169119397,Diputados PAN Michoacán,Diputados PAN Michoacán,2093,9
318044945052610,Acciona,Agencia de Noticias Acciona,2090,60
614636458911500,Chiapas Noticias al Momento,Elías Bravo Pérez,2080,49
106689154036997,Gobierno Municipal Lerdo,Gobierno Municipal Lerdo,2080,16
1470120803203418,Cabecera,Cabecera,2079,22
110331496967877,Revolución Social Independiente - Masias Menera,Jose Escobar González,2078,14
257347964770039,Izúcar,Cesar Suarez,2077,58
100691561705186,Experta,These ads ran without a disclaimer,2076,1
874661546025199,HoyEcatepec,Uzziel Lõpez,2076,6
109968207510940,Juan Pérez Medina,Isai Ceron,2073,7
107033027801486,Luis Navarro García,These ads ran without a disclaimer,2067,1
115698573131147,Oscar Ortega Ortiz,Cándido Suárez,2061,6
100692601757021,MR Noticias Hidalgo,Fernando Yamil Rangel Encarnación,2060,3
222959801053588,Miguel Ángel Villegas Soto,Yenni De La Cruz Gomez Lopez,2059,3
100327931734354,Peritos Independientes en Antropología y Etnohistoria Juridica,These ads ran without a disclaimer,2058,9
1325919397539301,H. Ayuntamiento de Tacámbaro 2018-2021,Rogelio Rico Reyes,2056,14
473469599695369,Gaby Osorio,Saul Magdaleno Giles,2055,7
102803928268664,Poder Digital,Jose Angel Lara Ruiz,2055,17
362696157552059,Emmanuel David Reyes Hernández,Emmanuel David Reyes Hernandez,2054,30
105159141235835,Encuestas Rumbo 2021,These ads ran without a disclaimer,2050,3
778713108860332,Adrian "Adrianos" Garcia,Adrian Garcia Garcia,2050,3
111208727048342,"Bolsa de Trabajo Distribuidora de Autopartes Pescador, SA de CV",Yadhira Maldonado Guerrero,2048,8
1550838208498232,Textiles Agrícolas SA De CV,These ads ran without a disclaimer,2048,1
760062017438548,Marco Gama,Marco Antonio Gama Basarte,2044,6
114401477003851,SOMOS,These ads ran without a disclaimer,2041,1
509406789227133,Alberto Soto,Beetho Soto,2041,6
107221814151809,Madrugadores de Los Cabos,Gaston Wenceslao Montaño Alvarez,2039,5
113206373475636,La Campaña,Carlos Edmundo Vega Flores,2035,25
1644910842412292,Michel Torres,Redboxmex,2033,11
217922684955583,Hospital Zambrano Hellion TecSalud,These ads ran without a disclaimer,2033,2
104904281094589,Sebastián Kim,Sebastián Kim,2032,15
421016147960384,Sacando las uñas,Morena en Hidalgo,2032,6
107495644335667,Humberto Famanía,These ads ran without a disclaimer,2026,4
142795273222234,Carla Esparza Quintero,These ads ran without a disclaimer,2026,6
382187332631889,Vecinos de Atizapán,These ads ran without a disclaimer,2017,1
1528876317339089,Secretaría de Servicios Municipales,Ayuntamiento Tuxtla Gutiérrez,2014,30
352002971502381,Eric Villanueva Mukul,These ads ran without a disclaimer,2014,5
103749248038035,La Voz de México,These ads ran without a disclaimer,2012,1
1356345351229035,Poder al pueblo,Cuauhtli Rodolfo Navarro Hernandez,2011,11
113657820466972,Cuauhtémoc Ruiz González,Cuauhtémoc Ruiz,2006,14
176993162348636,El Colegio de Jalisco,These ads ran without a disclaimer,2006,4
1588437514742285,Víctor Hugo Govea,These ads ran without a disclaimer,2004,1
108669317216840,Prensa FIFÍ,Prensa FIFÍ,2004,5
117203591693767,Comisión Estatal Electoral Nuevo León,Comisión Estatal Electoral Nuevo León,2004,9
459981687466000,TjNoticias.info,These ads ran without a disclaimer,2003,2
142905389850613,Rafael Alejandro Echazarreta Torres,Joaquin Gamaliel Cano Rosado,2002,2
240330726528336,Lourdes Paz,Emilio Trejo Ibarra,2002,3
108463530928318,Alex Ochoa Figueroa,Pedro Vinicio Gutiérrez Tellitud,2000,6
113285970439438,Morena Puerto Vallarta Oficial,Susan Ortega,2000,1
385405041622619,Verdades Políticas,Verdades Políticas,2000,2
1410537432586240,Perla Edith Martínez,Christian Zamora Etzael Ramirez,2000,1
244306359469087,Laurel Carrillo,Susan Ortega,2000,2
139327219471161,PAN Jalisco,Partido Accion Nacional - Jalisco,2000,2
1784806875152472,Barbara Herrera,Liliana Ruiz,2000,1
744584922223971,Héctor Álvarez,Héctor Álvarez Contreras,2000,6
1081704602015270,Ublester Santiago,Wlester Santiago Pineda,2000,2
654182984669905,Ayuntamiento  de  Villa del Carbón,Jesus Alonso Gonzalez Cruz,2000,7
1828056367470536,LAOZ mi super,These ads ran without a disclaimer,2000,5
1973516496248265,Edomex.com,Edomex.com,2000,1
1745366872403118,Visión Global Estrategias,Visión Global,2000,1
364685323656463,El Samurái,Carlos Alberto Gonzalez Gonzalez,2000,1
921546757877227,Julia de los Monteros,Julia de los Monteros,2000,10
1656969147955841,Mileñonoticias,Resonancia Digital,2000,1
259151834961804,Fuera Corruptos,Jose Raul Garcia Segura,2000,2
107528439953708,Compa Goyo,Compa Goyo,2000,4
111092387386882,Irma Tenorio Contreras,Irma Tenorio Contreras,2000,2
105565877754471,Juan Enrique Villanueva,Juan Enrique Villanueva,2000,2
142905389850613,Rafael Alejandro Echazarreta Torres,Emmanuel Josue Flores Suarez,2000,1
1982146505335578,El Grillo Mx,El Grillo Mx,2000,1
220604761826214,Las Noticias Mty,Vangelis Hernandez Montess,2000,1
1599678673640989,De última hora,Soy Warrior A.C.,1999,14
434855220031435,Rubén Rocha Moya,Rubén Rocha Moya,1999,2
114979467009558,Hernan Hernandez,Hernan Alejandre Hernandez Rodriguez,1996,4
423630757828333,Sección 52 del SNTE,Luis Miguel Machuca Vazquez,1996,36
366253874225716,Zumpango Denuncia,These ads ran without a disclaimer,1995,1
352695888869565,El Radar Mx,El Radar MX,1990,10
1389263037966770,Samir De La Torre,Chris Jesus Centeno Sandoval,1986,10
204275560349909,Irving Guzmán Cortés,Irving Guzman Cortes,1985,22
107618697740822,Somos 4T,Somos 4t,1984,2
1997870023770074,Héctor Cruz,Gabriela Lara,1973,2
111326700663525,Pulso de Chihuahua,Pulso de Chihuahua,1972,23
103501724602326,Trabajadores por México,Adrian Mateos Rojas,1971,3
163494820949535,Yolanda Martínez López,These ads ran without a disclaimer,1969,5
208777739161703,El Informante Baja California Sur,El Informante Baja California Sur,1968,11
443811065683911,Toño Martín del Campo,Eduardo González Blas,1966,23
1445937068804713,Luis Esparza,Luis Esparza,1963,19
486238641547296,Casas Y Departamentos En La Playa,Miguel Angel Nava Garcia,1962,4
114112356909046,Denver Castillo,David Ariel García Portillo,1961,14
1044005875633479,Manuel Guerra Cavazos,These ads ran without a disclaimer,1961,9
1193357727341900,Conciencia Ciudadana,Conciencia Ciudadana,1956,15
238112866307424,Cani.k outdoors ads & print,These ads ran without a disclaimer,1955,2
201639609940976,Mariana BO,These ads ran without a disclaimer,1953,2
2633784113512380,Laura Granados Beltrán,Natalia García De León Rodríguez,1951,11
542304662589025,Ayuntamiento de San Luis Río Colorado,Ayuntamiento de San Luis Rio Colorado,1950,9
100651065098530,Jaime Antonio Gutiérrez de simone,David Ariel García Portillo,1945,12
108483517375174,Blue Propane,These ads ran without a disclaimer,1944,2
371358412904976,Christian Pulido,These ads ran without a disclaimer,1942,4
303653106669660,El Informe Diario,Expresión Express,1941,57
454168454774424,Gonzalo Lan Zambrano,Gonzalo Lan Zambrano,1941,14
107033131109698,Brenda Olvera,Maria Elena Lozada Ibarra,1939,12
1674602866109092,Comapa Rio Bravo,Moises Escamilla Garcia,1937,14
615065761929358,Arturo López Sugía,Luis Ricardo Rodriguez Gonzalez,1936,7
321650327967862,Partido Verde Tamaulipas,Partido Verde Tamaulipas,1935,37
189946898466485,AMLOco - PEJE,These ads ran without a disclaimer,1932,25
104931511047363,El Mañana de Valles,Aitor Arturo Oyarvide Cano,1930,3
358839451357505,Dip. Armando Reyes Ledesma,Armando Reyes Ledesma,1930,7
173678329963215,Toño Madriz,Raúl Ayala Solís,1929,11
1889275607847618,Reynosa HOY,Júpiter Media Mx,1929,1
272753659585621,Alessandra Rojo de la Vega,These ads ran without a disclaimer,1929,2
117681258253934,Raul Garcia Ruiz,Raul Garcia Ruiz,1928,8
1014652322073437,DIF Municipal Campeche,DIF Municipal Campeche,1927,7
315040009133822,Jorge de León Fernández,Jorge de León Fernández,1924,9
103649348128624,Lupe Portillo,Jose Guadalupe Portillo Hernandez,1922,22
158965614789659,Heriberto Aguilar,Adrian Sandoval Torres,1921,3
745587518904179,Laura Dorantes,Laura Dorantes,1919,19
170382410301641,Armando Quintanar,Cristian Ramirez Cruz,1919,12
101108588257491,Me vale,Me vale,1918,2
100677381809558,Quintana Roo Informa-T,Ana Karen García Alcántara,1918,7
459430074206406,Arely Arce,Arely Arce,1912,27
1712464589066219,Carlos Gandarilla,These ads ran without a disclaimer,1910,4
132531880667454,Colima con AMLO,Andres Toscano Rivera,1906,6
101250881442764,Campeche Daily News,Fernando Rodriguez Duarte,1906,25
1826748380880413,ProMorena,ProMorena,1905,8
116788475012426,Centro de Estudios de Desarrollo Humano y Capacitación S.C CEDEHC,These ads ran without a disclaimer,1903,2
106109707620618,makeup_fa_,Fatima Janis Almazan Mejia,1902,14
1478078895821433,Bruno López,Bruno Agustin López Arguelles,1901,9
101521095074174,Fast Cash Monclova,Efrain Guerra Flores,1901,11
108961417467799,Concentradores OxiVida,These ads ran without a disclaimer,1900,6
1218698988289323,Cuauhtemoc Estrada,Edin Cuauhtemoc Estrada Sotelo,1900,6
113349163760953,Los Sótanos del Poder,Jorge De La Cueva Vergara,1900,5
670501623092621,Miguel Angel Almaraz  Maldonado,Miguel Almaraz,1900,3
101456184779962,Mexico Trends,Dalia Carmín Dominguez Gastélum,1899,6
1561784870808771,PT Coatzacoalcos de Izquierda,Jose Arturo Zamorano Morales,1895,4
113324167166526,Jesús Santillán,These ads ran without a disclaimer,1895,15
108964440588320,Esfera Económica,Esfera Económica,1894,4
380359428810682,Mexicanos Traidores,These ads ran without a disclaimer,1894,1
136549436772387,Ganas De Ayudar,These ads ran without a disclaimer,1893,6
110612414092301,Chilolo Pineda,Isidoro Pineda Hernández,1892,7
2260070977608699,Revista Maat,Revista Maat,1887,13
200422547364050,Red 365 Noticias,Red 365 Noticias,1883,34
114738487010987,Braindom 2: Riddle Game,These ads ran without a disclaimer,1882,9
867266746951662,Fernando Cruz Miranda,These ads ran without a disclaimer,1874,8
239053633327593,SCC Sistema de Consulta de Contribuyentes,These ads ran without a disclaimer,1874,2
1175843279129818,iFrank,These ads ran without a disclaimer,1866,4
101654284997948,María del Rosario Alvarado Estrada,David Ariel García Portillo,1862,11
1511931155769587,Horacio Tijerina,Rossana Judith Ruiz Izaguirre,1861,7
104712201273966,ElCronista,El Cronista,1859,2
1477701055779188,Protección Civil Tuxtla Gutiérrez,Ayuntamiento Tuxtla Gutiérrez,1859,36
274059586358081,Revista Acción Política,These ads ran without a disclaimer,1857,1
1608039835976867,Álternautamx,Álternautamx,1855,9
484049624947908,Smart Teaching,These ads ran without a disclaimer,1852,1
108465024244489,Método Training Center,These ads ran without a disclaimer,1851,1
385760035520173,Rubicel Perales Salvador,Rubicel Perales Salvador,1851,12
2244971795773309,El Metichon,Carlos Alexander Salgado Burquez,1850,13
103625441178434,Hoffman Noticias,Antonio Padilla Perez,1850,1
115384163438079,Benito Cesar Barrera Maldonado,Leonel Bravo Moreno,1846,24
191460164606227,Ferrexperto,These ads ran without a disclaimer,1840,1
342020912961614,Claudia Yáñez Centeno,These ads ran without a disclaimer,1838,9
125303112432684,4Tláhuac,4Tláhuac,1830,4
114515893340479,Marco Luna,Antonio Luna Islas,1829,14
184087985550372,Reneé Rodríguez,Renee Rodriguez,1825,15
333704970015650,Mueblerias Portillo S.A. de C.V.,These ads ran without a disclaimer,1823,1
100159558193695,Héctor Chávez,These ads ran without a disclaimer,1823,2
121810864676914,Periódico Enfoque,Enfoque EiM Noticias,1822,11
1377114802414153,Grupo Roga - Talento y Cultura,Jose Maria Quijano Torres,1818,19
1542194899442303,Pepe Guerrero,Francisco Javier Hernández Bautista,1818,4
354553018470649,Rodrigo Navarrete,Rodrigo Navarrete,1815,51
109140997575884,Lo que no sabias de el dragon,Osvaldo Cantu,1810,4
117633460100020,El Amanecer de Medellín,Ruben Flores Martinez,1808,2
1350444358430226,Francisco Ruiz,Francisco Jesus Ruiz Hernandez,1808,16
190394041002546,Nuevo Gráfico,Nuevo Gráfico,1806,56
313555092042018,Alejandrina Lanuza,Juan Ramírez,1804,7
103889024757235,Rosy Miranda,Pedro Vinicio Gutiérrez Tellitud,1800,3
107263804350686,Paty González,Patricia González López,1800,7
2224934997751926,Graciela Domínguez Nava,Octavio Hernandez Carrillo,1799,5
100683081741130,Caridad Hernández,PRD Coahuila,1797,12
104166018029732,Omar Antonio Zavala Agundez,OAZA,1793,4
429709074090443,Armando Navarrete,TI Social,1791,6
2525105824180916,Arturo Guzmán Malagón,Arturo Guzmán Malagón,1791,71
102099001452432,Morena es de Todos,These ads ran without a disclaimer,1790,3
103412494947870,No Más Monreal,Irma Hernández Rios,1788,2
589986837753932,Salomón Jara Cruz,Alejandra Ariel Gómez Sanchez,1786,10
110245084073082,Amador Rodriguez Lozano,These ads ran without a disclaimer,1785,7
270973076725146,Paola Migoya Velázquez,Elmer Dante Reyes Bermúdez,1782,6
589033364838420,Diputado Edgardo Hernández Contreras,Victor Hugo Hernandez Del Ángel,1780,11
229511694450312,Martin Matrecitos,Martin Matrecitos,1779,3
153947391339205,Manolo Jiménez Salinas,These ads ran without a disclaimer,1778,5
406266772747868,Blac Solutions,These ads ran without a disclaimer,1777,1
104081421082161,Thinking in Money,Thinking in Money,1774,4
367531860286339,Ensenada al día,Ensenada al día,1774,2
247804115283754,Carlos Mendoza Davis,These ads ran without a disclaimer,1773,2
114759116881612,Gerardo Santillán Cisneros,Gerardo Santillán Cisneros,1772,2
1700809163496717,Agnóstica,Héctor Armando Sánchez Montoya,1771,39
111944393849153,Primo Sarabia Cruz,Erik Javier Calva Ramirez,1770,7
1449734108659727,Cadefi - Capacitación Fiscal,These ads ran without a disclaimer,1768,1
924656767727119,Administración Municipal La Barca 2018-2021,Administración Municipal La Barca 2018-2021,1765,4
1687034714897510,Juan Pablo Zermeño Hurtado,Juan Pablo Zermeño Hurtado,1765,17
383799415023885,Bloque urbano popular,Monica Rosales,1762,2
102563811323201,Osvaldo Sandoval,These ads ran without a disclaimer,1758,11
608413645993591,Karla Toledo Zamora,Karla Zamora,1757,60
1744913215827786,José Luis Medina Lizalde,Luis Medina Lizalde,1756,2
588024894904743,Dip. Margarito González,David Eden Olavarrieta Sanchez,1753,10
172329302852861,Radar Político,Radar Político,1751,13
533297620172487,Miguel Taboada,These ads ran without a disclaimer,1751,5
2233647716904974,Timoteo Vásquez Cruz,Ricardo Enrique Serrano Vasquez,1750,31
100637404990721,El Paisa Mexicano,These ads ran without a disclaimer,1748,1
104146694748588,Alberto Aranda - Morena Huautla,Alberto Aranda,1746,11
1421941158023982,Duty Muebles Para El Hogar,These ads ran without a disclaimer,1743,3
1721458278067170,Felipe Hernández,Iliana Karen Perez Bautista,1740,6
170686250250783,Martha Romo Cuellar,These ads ran without a disclaimer,1740,2
105952697478542,Lo Que Callamos en Juárez,Osvaldo Cantu,1737,4
117186136743643,Raymundo Bolaños,Luis Bonilla,1733,4
575677042914446,Bella Essenza Studio,These ads ran without a disclaimer,1733,5
426288571120264,El Guerrerense,Soy Warrior A.C.,1729,24
341835492915537,A.G de Muebles,These ads ran without a disclaimer,1726,1
1799454696983341,Voto de los Guanajuatenses en el Extranjero,Voto de los Guanajuatenses en el Extranjero,1726,15
168112133543049,Esaú Alan,Esau Alan Noguez Ramirez,1723,9
102629854905171,Dra. Irasema Gonzalez,David Ariel García Portillo,1719,11
1483552551926518,Dr. Paco Sánchez,These ads ran without a disclaimer,1716,5
315336332652716,Infobae México,These ads ran without a disclaimer,1713,2
344197043110970,Arriba En El Mapa,Maria Emilia Cruz Del Rosal,1712,4
107807057734784,Anonymous unidos,Leonardo Lara Cardenas,1711,11
253587731846571,Hoy Coacalco,Uzziel Lõpez,1710,4
343428446369807,Revista analisisbcs.com,Gabriel Lizardi Mendoza,1706,27
264010343656433,Arena,Arena,1706,3
169066803504371,Unidos por el medio ambiente Nuevo León,César Armando Ramírez Lozano,1704,17
253121881542058,Edgar Olvera Higuera,Andrés Lozada Segura,1704,5
101632355143175,Presidencia De La Republica Mexicana - Ventas,These ads ran without a disclaimer,1703,2
112477687068920,Alejandro Rojas es Morena,These ads ran without a disclaimer,1702,3
1043343239016951,Facultad Libre de Derecho de Chiapas,Gabriel Enrique Bravo Del Carpio,1702,3
2116995645204449,Dip Norma Valenzuela Álvarez,Norma Valenzuela Álvarez,1701,16
100990558130011,Consejo para el Desarrollo Humano de Tlaltelulco,Ernesto Lopez Guerrero,1700,3
1544610882488372,Luis Manuel Antúnez Oviedo,Agencia CC,1700,5
113758203390980,NotasBook,Dalia Carmín Dominguez Gastélum,1698,4
103838177700463,Eloy Osorio Osorio,Adriana Mejia Gutierrez,1697,15
541898102918630,Rocío Villarauz Martínez,Francisco Eduardo Rojas Domínguez,1696,6
222686261448955,Miguel Salim,AdsProject Media,1696,1
100610857957670,Masare Motors,These ads ran without a disclaimer,1695,2
